comment_original,type,has_docstr,comment_model,model_name,prompt_type,elapsed_s,input_tokens,output_tokens,total_tokens,avg_power_w,energy_joules,energy_wh,rouge1,rouge2,rougeL,judge_score
"Please add details to the error message, in particular inform users of the workaround (turning off safe mode)",documentation,False,"[
  {
    ""line"": 388,
    ""type"": ""logic"",
    ""comment"": ""Consider adding a check for safe mode when loading vocabulary files. This may prevent unexpected behavior when reloading the model.""
  }
]",mistral,zero_shot,36.13030579399947,2855,60,2915,65.73465838509316,2375.013308717507,0.6597259190881964,0.1578947368421052,0.0555555555555555,0.1052631578947368,1
Please fix docstring format,documentation,True,"[
  {
    ""line"": 1081,
    ""type"": ""style"",
    ""comment"": ""Function unfold is introduced without context or explanation. Consider adding a comment or docstring to clarify its purpose and usage.""
  },
  {
    ""line"": 1083,
    ""type"": ""style"",
    ""comment"": ""Consider using consistent spacing and indentation for better readability.""
  },
  {
    ""line"": 1084,
    ""type"": ""style"",
    ""comment"": ""Consider using a docstring to explain the function's parameters and return value.""
  }
]",mistral,zero_shot,22.401025668999864,695,153,848,65.4856,1466.9446065498576,0.407484612930516,0.0434782608695652,0.0,0.0434782608695652,1
please add comments to explain the logic of the algorithm you implemented,documentation,False,"[
  {
    ""line"": 1064,
    ""type"": ""logic"",
    ""comment"": ""The `NotImplementedError` is removed without a replacement. Ensure `median` function behaves correctly for scalar inputs.""
  },
  {
    ""line"": 1067,
    ""type"": ""logic"",
    ""comment"": ""The new block of code seems to convert the input scalar to an OpenVINOKerasTensor object. Consider adding a check for scalar inputs before applying this conversion.""
  },
  {
    ""line"": 1070,
    ""type"": ""style"",
    ""comment"": ""Consider using a consistent naming convention for variables. 'x' is used twice in this block, which may lead to confusion.""
  }
]",mistral,zero_shot,22.13901207100025,797,185,982,65.43808080808078,1448.7344609131903,0.4024262391425529,0.1095890410958904,0.0,0.0821917808219178,0
"it looks not optimal. We have special op for reversing a tensor along required axis. Check
https://docs.openvino.ai/2025/api/ie_python_api/_autosummary/openvino.runtime.opset1.reverse_sequence.html#openvino.runtime.opset1.reverse_sequence",performance,False,"[
  {
    ""line"": 7,
    ""type"": ""style"",
    ""comment"": ""Consistently use parentheses for multi-line if statements for clarity.""
  },
  {
    ""line"": 11,
    ""type"": ""style"",
    ""comment"": ""Consider using a list comprehension for the `axis` assignment for better readability.""
  },
  {
    ""line"": 15,
    ""type"": ""style"",
    ""comment"": ""Consider using a for loop with the `enumerate()` function for iterating over `axis` for better readability.""
  },
  {
    ""line"": 20,
    ""type"": ""style"",
    ""comment"": ""Consider using a for loop with the `enumerate()` function for iterating over `axis` for better readability.""
  },
  {
    ""line"": 25,
    ""type"": ""style"",
    ""comment"": ""Consider using a for loop with the `enumerate()` function for iterating over `axis` for better readability.""
  },",mistral,zero_shot,25.99166328499996,1162,256,1418,65.67034482758622,1706.8814905684596,0.4741337473801277,0.0454545454545454,0.0,0.0454545454545454,0
"Maybe this instead of checking if the `loop` is not None twice?

```suggestion
            if loop is not None:
                if in_loop(loop):
                    close_sockets_and_tasks()
                elif not loop.is_closed():
                    loop.call_soon_threadsafe(close_sockets_and_tasks)
```",logic,False,"[
  {
    ""line"": 10,
    ""type"": ""logic"",
    ""comment"": ""The change may introduce a potential bug if 'loop' is None but not explicitly checked. Consider adding an explicit check for 'loop' before the condition.""
  }
]",mistral,zero_shot,15.530574710999645,708,65,773,65.57101449275365,1018.355539455751,0.2828765387377086,0.25,0.064516129032258,0.21875,1
"The default value of `self._is_distributed` can be `True`, according to the default behavior of the streamer.

By default, if `is_distribued` is `True`, distributed streaming is enabled only for object storage and cuda devices.
The default behavior can be changed using `RUNAI_STREAMER_DIST=0` to disable distributing or  `RUNAI_STREAMER_DIST=1` for forcing distributed streaming in other cases.",logic,False,"[
  {
    ""line"": 30,
    ""type"": ""logic"",
    ""comment"": ""The new block sets environment variables based on certain conditions, but does not handle the case where both `RUNAI_STREAMER_S3_ENDPOINT` and `AWS_ENDPOINT_URL` are None. Consider adding a check for this edge case.""
  },
  {
    ""line"": 36,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for `runai_streamer_s3_endpoint` to improve readability.""
  }
]",mistral,zero_shot,11.631451494999965,901,145,1046,65.67634615384617,763.9112346572892,0.2121975651825803,0.2123893805309734,0.036036036036036,0.1415929203539823,0
Why not using zeros anymore?,performance,False,"[
  {
    ""line"": 210,
    ""type"": ""style"",
    ""comment"": ""Prefer `torch.empty` over `torch.zeros` when you want uninitialized memory. This ensures memory is not pre-initialized to zeros.""
  }
]",mistral,zero_shot,13.46066910099944,955,67,1022,65.80850000000001,885.8264425331217,0.2460629007036449,0.16,0.0,0.16,1
Shouldn't `optimized_call` here be non-wrapped function rather than VllmCompiledFunction? Won't it cause an issue in case of a new serialization/deserialization?,logic,False,"[
  {
    ""line"": 392,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for `SerializableCallable` to improve readability.""
  },
  {
    ""line"": 401,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive class name for `VllmCompiledFunction` to improve readability.""
  },
  {
    ""line"": 410,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for `graph_reducer_override` to improve readability.""
  },
  {
    ""line"": 421,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for `state` to improve readability.""
  },
  {
    ""line"": 430,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for `graph_reducer_override`",mistral,zero_shot,33.924459943999864,1503,256,1759,65.67284768211921,2227.9158906004577,0.6188655251667937,0.036036036036036,0.0,0.036036036036036,0
great catch 🚀,other,False,"[
  {
    ""line"": 280,
    ""type"": ""logic"",
    ""comment"": ""The second API key creation should use the correct create_api_key_2 function result.""
  }
]",mistral,zero_shot,18.205358670999885,1893,54,1947,66.14913580246912,1204.2687430606302,0.3345190952946195,0.0,0.0,0.0,0
"Good thinking adding the `INTERNAL_AWS_SECRET_ACCESS_KEY` 🚀 Pre-signed URLs, due to their nature, are pretty tricky and they will only be valid if the secret access key is `test` or the credentials used are ""existing"" in LocalStack and the secret key id can be retrieved from the Access Key 👍 the fallback to using the default secret key for any access key id was added in #10265",security,True,"[
  {
    ""line"": 10,
    ""type"": ""style"",
    ""comment"": ""Consistency: Use the same import method for both s3_client instances.""
  },
  {
    ""line"": 13,
    ""type"": ""logic"",
    ""comment"": ""Security: Ensure the AWS secret access key is properly secured and not hardcoded.""
  }
]",mistral,zero_shot,28.81585064799947,949,97,1046,65.6086046511628,1890.5677528515507,0.5251577091254308,0.2150537634408602,0.1098901098901099,0.1505376344086021,1
"❗ **CRITICAL**: Setting `a = 0.0` and then only overriding it when `self.degrees` is a list means numeric configs never enter the old `random.uniform(-self.degrees, self.degrees)` path. Because the nested `isinstance(..., (list, tuple))` check inside the float branch is impossible, `a` stays 0 for all scalar degrees, effectively disabling random rotation for the default case. Please restore the scalar logic (and add list handling alongside it) so we keep the existing behavior while supporting fixed-angle lists.",logic,False,"[
  {
    ""line"": 11,
    ""type"": ""logic"",
    ""comment"": ""The change to generate a fixed angle may not be desirable. Consider using the original random angle generation or updating the comment to explain the change.""
  },
  {
    ""line"": 15,
    ""type"": ""logic"",
    ""comment"": ""The new condition for generating a random angle from a list may not be necessary if the list is always populated. Consider removing this condition or updating the comment to explain its purpose.""
  }
]",mistral,zero_shot,28.938733082999534,1771,129,1900,65.65426356589147,1899.9512090942344,0.5277642247483985,0.2446043165467625,0.0291970802919708,0.1438848920863309,1
"Don't `+=` recordsets in loops, use a list of (integer) ids instead",performance,False,"[
  {
    ""line"": 1670,
    ""type"": ""logic"",
    ""comment"": ""The change in behavior is unclear — consider moving the check for tax lock date to a separate method for better readability and maintainability.""
  },
  {
    ""line"": 1671,
    ""type"": ""logic"",
    ""comment"": ""The variable 'lines_to_check_tax_lock' is not defined in the provided context. Ensure it is properly initialized before use.""
  }
]",mistral,zero_shot,23.79548172100021,2044,125,2169,65.78632075471698,1565.417193010725,0.4348381091696458,0.1071428571428571,0.0,0.0714285714285714,0
"alphabetical order of import, no need for the blank line above. Ideally, we want 1 blank line between external and odoo imports.",style,False,"[
  {
    ""line"": 4,
    ""type"": ""style"",
    ""comment"": ""Importing datetime and timedelta is good practice, but consider moving it to the top of the file for better readability.""
  },
  {
    ""line"": 7,
    ""type"": ""style"",
    ""comment"": ""Consider moving the import of freezegun to the top of the file for better readability.""
  }
]",mistral,zero_shot,17.898074473000634,671,107,778,65.54274999999998,1173.089020665262,0.3258580612959061,0.2105263157894736,0.0,0.1403508771929824,1
"What's the purpose here of assigning the variable to be a deepcopy of itself 🤔?
Also for this whole test, there is a default orm method called `copy_data` that kinda does what you do with a small caveat. Your approach also captures all the mixin fields, so f.ex hr.employee has the `mail.message` mixin so your approach will show all the mail_message_*?* fields which might or might not be relevant to the update_current_version thingy. 
Also it probably already exists, but if not you should probably add a test that makes sure things change when you want them to change.",performance,True,"[
  {
    ""line"": 608,
    ""type"": ""style"",
    ""comment"": ""Consider moving the new test function below the existing one for better organization and readability.""
  },
  {
    ""line"": 617,
    ""type"": ""logic"",
    ""comment"": ""Ensure the new test function covers all edge cases, including employees with empty or invalid work_phone values.""
  },
  {
    ""line"": 621,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for 'employee_1_values' and 'employee_2_values'.""
  },
  {
    ""line"": 624,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for 'employee_fields'.""
  },
  {
    ""line"": 626,
    ""type"": ""style"",
    ""comment"": ""Consider using a more descriptive variable name for 'field'.""
  },",mistral,zero_shot,28.40905254399968,1612,256,1868,65.8248031496063,1870.020291375601,0.5194500809376669,0.1725888324873096,0.0,0.0913705583756345,0
ah nice little catch,other,False,"[
  {
    ""line"": 10,
    ""type"": ""logic"",
    ""comment"": ""The change may introduce unexpected behavior when the context is not running. Consider adding a check for `ctx.is_running` before writing events.""
  }
]",mistral,zero_shot,15.09416529400005,891,63,954,65.90838235294117,994.83201749545,0.2763422270820694,0.0,0.0,0.0,0
Why is the default size bigger than the maximum one?,logic,False,"[
  {
    ""line"": 17,
    ""type"": ""logic"",
    ""comment"": ""The default batch size was changed to 2048, which may impact performance. Consider providing a more flexible default and allowing users to adjust it.""
  },
  {
    ""line"": 21,
    ""type"": ""style"",
    ""comment"": ""Consistency suggests removing the empty line between constant definitions and the class definition.""
  }
]",mistral,zero_shot,17.59743621100006,862,110,972,65.49075949367088,1152.4694625998195,0.3201304062777277,0.1702127659574468,0.0444444444444444,0.1702127659574468,1
this would bring every node into memory. Not ideal tbh for large datasets,performance,False,"[
  {
    ""line"": 238,
    ""type"": ""style"",
    ""comment"": ""Consider using a consistent naming convention for method names (e.g., move_node instead of move_nodes)""
  },
  {
    ""line"": 240,
    ""type"": ""logic"",
    ""comment"": ""Ensure that the method handles edge cases, such as when the from_index_id or to_index_id are not found in the collection""
  }
]",mistral,zero_shot,16.89877500900002,651,121,772,65.5857894736842,1108.319500103431,0.3078665278065086,0.1111111111111111,0.0,0.074074074074074,0
Small typo here: without,documentation,False,"[
  {
    ""line"": 167,
    ""type"": ""style"",
    ""comment"": ""Consider adding a comment for the new 'get_all' parameter to explain its purpose and behavior.""
  }
]",mistral,zero_shot,11.405838307000522,831,55,886,65.63156862745096,748.5830595995138,0.2079397387776427,0.0,0.0,0.0,0
uhhh you've duplicated `self._insert` and `add_index_struct` here,logic,False,"[
  {
    ""line"": 336,
    ""type"": ""logic"",
    ""comment"": ""The code block is duplicated. Remove the duplicate to avoid unnecessary work.""
  }
]",mistral,zero_shot,11.42257778200019,852,50,902,65.17411764705884,744.4564281967607,0.2067934522768779,0.0869565217391304,0.0,0.0869565217391304,1
"unfortunately, I think `base64` is valid encoded base 64, so this could maybe go wrong (probably very-very rare?). Could this check be a little more explicit about the location? Probably just some more comma/semi-colon splitting

https://developer.mozilla.org/en-US/docs/Web/URI/Reference/Schemes/data",security,False,"[
  {
    ""line"": 11,
    ""type"": ""logic"",
    ""comment"": ""Add a check for 'data:' URLs before attempting to download the content.""
  },
  {
    ""line"": 14,
    ""type"": ""style"",
    ""comment"": ""Consider moving the new if-statement block below the existing if-statement for better readability.""
  }
]",mistral,zero_shot,14.363484352999876,656,99,755,65.93328125000001,947.0316535763152,0.2630643482156431,0.1038961038961038,0.0,0.0519480519480519,1
good catch :+1:,other,False,"[
  {
    ""line"": 336,
    ""type"": ""logic"",
    ""comment"": ""The active pair whitelist was added without considering the impact on the test case. Ensure that the test case only includes pairs relevant to the change.""
  },
  {
    ""line"": 337,
    ""type"": ""logic"",
    ""comment"": ""The strategy's min_roi_reached function was changed, but it's not being tested here. Consider adding a test for this function or updating the test to reflect the new behavior.""
  }
]",mistral,zero_shot,24.54861319999964,2074,137,2211,65.9636363636364,1619.3157943563403,0.4498099428767612,0.0,0.0,0.0,0
I feel we should just do this inside `create_filter_clauses` so it returns a `ColumnElement[bool]`. It is always used for this purpose.,logic,False,"[
  {
    ""line"": 179,
    ""type"": ""logic"",
    ""comment"": ""The cast function may not work as intended for boolean filter_clauses. Consider using a different approach.""
  }
]",mistral,zero_shot,13.414917539000273,721,56,777,65.473,878.3148960309647,0.2439763600086013,0.0,0.0,0.0,1
"Instead of having to copy here, would it be possible to just change the model declaration from `list` to `Iterable` instead?",performance,False,"[
  {
    ""line"": 249,
    ""type"": ""style"",
    ""comment"": ""Consider using 'session.scalars(asset_aliases_select).all()' for better readability.""
  }
]",mistral,zero_shot,9.61584718099948,692,58,750,66.03209302325581,634.9545155531699,0.1763762543203249,0.0,0.0,0.0,0
"I am wondering if there is a better way to resolve MyPy error without coping the result?
Since we add a lot of `list(...)`  in this PR.",performance,False,"[
  {
    ""line"": 633,
    ""type"": ""style"",
    ""comment"": ""Consider using list(session.scalars(...)) to iterate over the results for better readability.""
  }
]",mistral,zero_shot,11.93987720699988,670,57,727,65.90851851851852,786.9396180063889,0.218594338335108,0.25,0.0526315789473684,0.15,1
"this should always be true, no? the remote fallback might not be completely secure or successful (e.g., jinaai makes the huggingface repo private)

if for some reason we do want the remote fallback, then it should supply

```python
self._tokenizer = Tokenizer.from_pretrained(
    ""jinaai/jina-embeddings-v2-base-en"",
    revision=""322d4d7e2f35e84137961a65af894fda0385eb7a"",
)
```",security,True,"[
  {
    ""line"": 47,
    ""type"": ""style"",
    ""comment"": ""Consider moving the new TOKENIZER_MODEL_PATH definition to a more appropriate location, such as a global constant or a separate module.""
  },
  {
    ""line"": 51,
    ""type"": ""logic"",
    ""comment"": ""Consider adding a check to ensure the tokenizer is not initialized multiple times in parallel, as this could lead to inconsistent behavior.""
  },
  {
    ""line"": 56,
    ""type"": ""logic"",
    ""comment"": ""Consider adding a try-except block around the os.path.exists() call to handle potential exceptions when loading the tokenizer model.""
  }
]",mistral,zero_shot,26.18158365599993,931,180,1111,65.83888888888889,1723.7663772625287,0.4788239936840357,0.1367521367521367,0.0,0.0854700854700854,0
"Changes look good, just needs testing",other,False,"[
  {
    ""line"": 147,
    ""type"": ""style"",
    ""comment"": ""Consider moving the new function definition to a separate method for better organization and readability.""
  },
  {
    ""line"": 151,
    ""type"": ""logic"",
    ""comment"": ""Ensure the new function behaves as intended when the `self.id` is not defined or invalid.""
  }
]",mistral,zero_shot,15.384663623000051,854,105,959,66.12739130434782,1017.34767148389,0.2825965754121916,0.0,0.0,0.0,0
Can be optimized to avoid nested for loop?,performance,False,"[
  {
    ""line"": 18,
    ""type"": ""style"",
    ""comment"": ""Consider using list comprehension for better readability and performance.""
  },
  {
    ""line"": 21,
    ""type"": ""logic"",
    ""comment"": ""It's unclear why this change was made. If the intention is to remove padding, consider using `torch.nonzero()` instead.""
  }
]",mistral,zero_shot,23.576684640000167,1318,106,1424,65.66428571428575,1548.1461563965834,0.4300405989990509,0.1081081081081081,0.0,0.054054054054054,1
This line is the same as line 24.,style,False,"[
  {
    ""line"": 17,
    ""type"": ""style"",
    ""comment"": ""Duplicate definition of 'GPT2FusedLinearConv1D_Col' — remove one for consistency.""
  }
]",mistral,zero_shot,10.281207144000293,728,56,784,65.9104347826087,677.6388329511219,0.1882330091530894,0.0,0.0,0.0,1
"If we use the Client to connect to Spaces running Gradio 5 or below, this will make every endpoint public?",security,False,"[
  {
    ""line"": 627,
    ""type"": ""style"",
    ""comment"": ""Consider using a list comprehension for better readability and performance.""
  }
]",mistral,zero_shot,12.07851737800047,1097,48,1145,65.7585185185185,794.2654086774915,0.220629280188192,0.0666666666666666,0.0,0.0666666666666666,0
Might be good to include the explicit `buttons` parameter in a video component demo as well,documentation,False,"[
  {
    ""line"": 65,
    ""type"": ""style"",
    ""comment"": ""Renaming 'show_actions_button' to 'buttons' for consistency with other Griddle components.""
  }
]",mistral,zero_shot,10.370646706000116,685,55,740,65.87361702127659,683.1520093740152,0.1897644470483375,0.2142857142857142,0.0,0.2142857142857142,1
"would be safer to do `float()` no?
```suggestion
        return float(payload)
```",security,False,"[
  {
    ""line"": 169,
    ""type"": ""style"",
    ""comment"": ""Function definition should be separated from the import statement for better readability.""
  },
  {
    ""line"": 171,
    ""type"": ""logic"",
    ""comment"": ""Adding a new function without a clear connection to the existing method may introduce unexpected behavior. Consider if this function should be part of the class or a separate module.""
  }
]",mistral,zero_shot,17.063854591000563,672,112,784,65.78894736842103,1122.6130315897258,0.3118369532193682,0.0754716981132075,0.0,0.0754716981132075,0
👏,other,True,"[
  {
    ""line"": 1,
    ""type"": ""style"",
    ""comment"": ""Consider using type hints for function parameters and return types.""
  },
  {
    ""line"": 10,
    ""type"": ""style"",
    ""comment"": ""Consider using consistent spacing for better readability.""
  },
  {
    ""line"": 14,
    ""type"": ""style"",
    ""comment"": ""Consider using consistent spacing for better readability.""
  },
  {
    ""line"": 18,
    ""type"": ""style"",
    ""comment"": ""Consider using consistent spacing for better readability.""
  },
  {
    ""line"": 22,
    ""type"": ""style"",
    ""comment"": ""Consider using consistent spacing for better readability.""
  },
  {
    ""line"": 26,
    ""type"": ""style"",
    ""comment"": ""Consider using consistent spacing for better readability.""
  },
  {
    ""line"": 30,",mistral,zero_shot,37.431181333000495,1920,256,2176,65.8282634730539,2464.0296668964133,0.6844526852490037,0.0,0.0,0.0,0
"```suggestion
        if (repr_str := getattr(self, ""_repr"", None)) is not None:
            return repr_str
```",logic,False,"[
  {
    ""line"": 10,
    ""type"": ""logic"",
    ""comment"": ""Removing the check for `self._repr is not None` may lead to unexpected behavior if `_repr` is set to a non-string value. Consider using `hasattr(self, ""_repr"")` instead.""
  }
]",mistral,zero_shot,12.27864776199931,868,83,951,65.38618181818181,802.853895047498,0.2230149708465272,0.3333333333333333,0.1739130434782608,0.25,1
"This is a breaking change, it will cause existing user code to fail, because `scheduler` is returned unconditionally.

Since `scheduler` is `Optional` in the signature, I suggest we only return it if it was not `None` as an argument, so we won't break anyone's code.",logic,False,"[
  {
    ""line"": 269,
    ""type"": ""style"",
    ""comment"": ""Add scheduler to the tuple returned by the function for consistency.""
  }
]",mistral,zero_shot,8.9796310239999,641,47,688,65.82249999999998,591.0617630772332,0.1641838230770092,0.1379310344827586,0.0,0.1034482758620689,1
"what's the issue with the current checks?

We cannot easily remove them. MPS marks as available on older intel-based macs as well while not actually accelerating anything.",logic,True,"[
  {
    ""line"": 7,
    ""type"": ""logic"",
    ""comment"": ""The change in method signature may affect behavior — ensure the `@override` decorator is appropriate for the context.""
  }
]",mistral,zero_shot,10.876534701999844,766,56,822,65.91244897959184,716.899038620325,0.1991386218389791,0.0869565217391304,0.0,0.0869565217391304,0
😄 I think this is very very clear now,other,False,"[
  {
    ""line"": 12,
    ""type"": ""style"",
    ""comment"": ""Consistency in docstrings: use triple quotes for multi-line strings.""
  },
  {
    ""line"": 16,
    ""type"": ""style"",
    ""comment"": ""Consistency in docstrings: use triple quotes for multi-line strings.""
  },
  {
    ""line"": 20,
    ""type"": ""style"",
    ""comment"": ""Consistency in docstrings: use triple quotes for multi-line strings.""
  }
]",mistral,zero_shot,16.139770488999602,1055,139,1194,65.67916666666665,1060.0466759087526,0.2944574099746535,0.0,0.0,0.0,0
